Data Source;Indicateurs du développement dans le monde;Column1;_1;_59
Amérique latine et Caraïbes (BIRD et IDA);TLA;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;8.08924662902655
Timor-Leste;TLS;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;4.76000022888184
Afrique du Nord et Moyen-Orient (BIRD et IDA);TMN;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;11.9295793865594
Tonga;TON;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;2.81500005722046
Asie du Sud (BIRD et IDA);TSA;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;5.11873934398138
Afrique subsaharienne (BIRD et IDA);TSS;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;6.46644381609893
Trinité-et-Tobago;TTO;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;3.27500009536743
Tunisie;TUN;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;15.3299999237061
Turquie;TUR;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;10.8199996948242
Tuvalu;TUV;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;
Tanzanie;TZA;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;2.17700004577637
Ouganda;UGA;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;1.932000041008
Ukraine;UKR;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;9.5
Revenu intermédiaire, tranche supérieure;UMC;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;5.92803856938294
Uruguay;URY;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;7.8899998664856
États-Unis;USA;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;4.3600001335144
Ouzbékistan;UZB;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;5.80000019073486
Saint-Vincent-et-les Grenadines;VCT;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;19.181999206543
Venezuela;VEN;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;5.05000019073486
Îles Vierges britanniques;VGB;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;
Îles Vierges (EU);VIR;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;12.3249998092651
Viet Nam;VNM;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;1.87000000476837
Vanuatu;VUT;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;1.74500000476837
Monde;WLD;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;5.55765045546064
Samoa;WSM;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;8.57800006866455
Kosovo;XKX;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;
Yémen, Rép. du;YEM;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;13.2969999313354
Afrique du Sud;ZAF;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;27.0400009155273
Zambie;ZMB;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;11.6300001144409
Zimbabwe;ZWE;Chômage, total (% de la population) (estimation modélisée OIT);SL.UEM.TOTL.ZS;4.78499984741211
